shipment_id,ship_date,order_id,carrier_id,carrier_name,service_level,origin_region,destination_zone,package_weight_lb,package_length_in,package_width_in,package_height_in,billed_weight_lb,base_cost,fuel_surcharge,residential_fee,delivery_area_fee,oversized_fee,address_correction_fee,ltl_handling_fee,total_shipping_cost,delivered_days,dimensional_weight_lb,billed_above_actual_flag,non_fuel_surcharge_total,cost_per_billed_lb,weight_delta_lb,base_rate_per_lb,proposed_rate_per_lb,proposed_cost,row_potential_savings,savings_pct,lane
SHP100542,2024-04-08,ORD803691,CR001,UPS,Ground,South,4,6.2,21,15,10,23.0,205.62,21.25,0.0,0.0,0.0,0.0,0.0,226.87,3,22.66,1,0.0,9.86,16.8,8.94,8.021,184.48,42.39,0.1868,South → Zone 4
SHP100543,2024-09-09,ORD801723,CR002,FedEx,2Day,South,5,0.21,16,14,13,21.0,318.78,49.46,0.0,0.0,0.0,0.0,0.0,368.24,4,20.95,1,0.0,17.54,20.79,15.18,13.466,282.79,85.45,0.232,South → Zone 5
SHP100544,2024-11-03,ORD800769,CR002,FedEx,Express Saver,South,8,22.67,11,13,13,23.0,358.8,50.56,0.0,0.0,0.0,0.0,0.0,409.36,3,13.37,1,0.0,17.8,0.33,15.6,14.162,325.73,83.63,0.2043,South → Zone 8
SHP100545,2024-08-23,ORD803344,CR003,USPS,Ground Advantage,West,4,7.43,13,18,8,13.5,74.38,8.87,4.95,0.0,0.0,0.0,0.0,88.2,6,13.47,1,4.95,6.53,6.07,5.51,5.389,77.7,10.5,0.119,West → Zone 4
SHP100546,2024-04-02,ORD801438,CR002,FedEx,Ground,Northeast,5,5.67,14,20,8,16.5,129.69,18.63,0.0,0.0,0.0,0.0,0.0,148.32,1,16.12,1,0.0,8.99,10.83,7.86,7.069,116.64,31.68,0.2136,Northeast → Zone 5
SHP100547,2025-10-27,ORD803738,CR002,FedEx,Ground,West,8,4.67,8,12,16,11.5,110.75,18.44,4.95,0.0,0.0,0.0,0.0,134.14,3,11.05,1,4.95,11.66,6.83,9.63,8.559,103.38,30.76,0.2293,West → Zone 8
SHP100548,2024-11-13,ORD800949,CR002,FedEx,Ground,West,5,8.39,19,17,6,14.0,110.04,12.43,0.0,0.0,0.0,0.0,0.0,122.47,3,13.94,1,0.0,8.75,5.61,7.86,7.069,98.97,23.5,0.1919,West → Zone 5
SHP100549,2025-05-03,ORD802764,CR001,UPS,Ground,South,4,12.22,9,6,22,12.5,88.38,14.42,0.0,0.0,0.0,0.0,0.0,102.8,3,8.55,1,0.0,8.22,0.28,7.07,6.375,79.69,23.11,0.2248,South → Zone 4
SHP100550,2025-11-24,ORD800276,CR002,FedEx,Ground,South,8,1.84,6,6,23,6.0,52.02,7.09,0.0,0.0,18.5,0.0,0.0,77.61,3,5.96,1,18.5,12.94,4.16,8.67,7.82,65.42,12.19,0.1571,South → Zone 8
SHP100551,2024-01-13,ORD800541,CR002,FedEx,Ground,South,5,5.92,17,8,24,23.5,230.06,38.33,4.95,0.0,0.0,0.0,0.0,273.35,2,23.48,1,4.95,11.63,17.58,9.79,8.841,212.71,60.64,0.2218,South → Zone 5
SHP100552,2024-07-30,ORD802430,CR003,USPS,Ground Advantage,Northeast,6,13.7,13,18,19,32.0,251.2,40.92,4.95,0.0,0.0,0.0,0.0,297.07,2,31.99,1,4.95,9.28,18.3,7.85,7.675,250.55,46.52,0.1566,Northeast → Zone 6
SHP100553,2025-07-21,ORD802787,CR001,UPS,Ground,West,8,4.17,9,19,7,9.0,75.78,11.95,4.95,0.0,0.0,0.0,0.0,92.68,4,8.61,1,4.95,10.3,4.83,8.42,7.607,73.41,19.27,0.2079,West → Zone 8
SHP100554,2025-01-31,ORD802369,CR002,FedEx,Ground,Midwest,7,9.27,7,4,7,9.5,76.76,9.26,4.95,6.75,0.0,0.0,0.0,97.72,5,1.41,1,11.7,10.29,0.23,8.08,7.324,81.28,16.44,0.1682,Midwest → Zone 7
SHP100555,2025-06-12,ORD803162,CR001,UPS,Ground,West,5,9.67,4,13,23,10.0,76.4,10.65,0.0,0.0,0.0,0.0,0.0,87.05,3,8.6,1,0.0,8.71,0.33,7.64,6.96,69.6,17.45,0.2005,West → Zone 5
SHP100556,2024-01-05,ORD800220,CR001,UPS,Next Day Air,Midwest,4,4.12,11,18,18,26.0,465.14,80.24,4.95,0.0,0.0,0.0,0.0,550.33,3,25.64,1,4.95,21.17,21.88,17.89,16.09,423.29,127.04,0.2308,Midwest → Zone 4
SHP100557,2024-04-26,ORD800615,CR002,FedEx,Ground,West,8,12.34,12,6,19,12.5,120.38,19.28,0.0,0.0,0.0,0.0,0.0,139.66,2,9.84,1,0.0,11.17,0.16,9.63,8.559,106.99,32.67,0.2339,West → Zone 8
SHP100558,2024-09-13,ORD801089,CR002,FedEx,Ground,West,5,2.68,13,10,22,21.0,205.59,32.22,4.95,0.0,0.0,0.0,0.0,242.76,5,20.58,1,4.95,11.56,18.32,9.79,8.841,190.61,52.15,0.2148,West → Zone 5
SHP100559,2024-04-15,ORD800830,CR003,USPS,Ground Advantage,Northeast,5,9.88,16,15,11,19.0,113.05,16.41,0.0,0.0,0.0,0.0,0.0,129.46,2,18.99,1,0.0,6.81,9.12,5.95,5.764,109.52,19.94,0.154,Northeast → Zone 5
SHP100560,2024-06-03,ORD800175,CR002,FedEx,Ground,South,6,11.45,24,24,8,33.5,347.73,37.39,0.0,6.75,0.0,0.0,0.0,391.87,2,33.15,1,6.75,11.7,22.05,10.38,9.4,321.65,70.22,0.1792,South → Zone 6
SHP100561,2025-08-25,ORD801564,CR001,UPS,Ground,West,3,16.38,20,24,7,24.5,205.06,28.85,4.95,0.0,0.0,0.0,0.0,238.86,2,24.17,1,4.95,9.75,8.12,8.37,7.635,192.01,46.85,0.1961,West → Zone 3
SHP100562,2024-09-25,ORD802415,CR001,UPS,Ground,South,8,14.19,20,16,24,55.5,935.18,140.17,4.95,6.75,0.0,0.0,0.0,1087.05,3,55.25,1,11.7,19.59,41.31,16.85,15.386,865.62,221.43,0.2037,South → Zone 8
SHP100563,2024-10-30,ORD802823,CR001,UPS,Ground,Midwest,2,7.97,17,19,23,53.5,717.97,106.34,4.95,0.0,18.5,0.0,0.0,847.76,5,53.45,1,23.45,15.85,45.53,13.42,12.405,687.12,160.64,0.1895,Midwest → Zone 2
SHP100564,2024-05-29,ORD803396,CR001,UPS,Ground,South,6,14.99,4,21,13,15.0,123.3,16.75,4.95,0.0,0.0,0.0,0.0,145.0,4,7.86,1,4.95,9.67,0.01,8.22,7.479,117.14,27.86,0.1921,South → Zone 6
SHP100565,2025-06-18,ORD800475,CR003,USPS,Ground Advantage,Midwest,6,11.22,9,14,19,17.5,112.0,14.75,4.95,0.0,0.0,0.0,0.0,131.7,4,17.22,1,4.95,7.53,6.28,6.4,6.28,114.85,16.85,0.1279,Midwest → Zone 6
SHP100566,2024-06-11,ORD800404,CR001,UPS,Ground,Midwest,3,8.6,23,18,8,24.0,200.88,33.46,0.0,0.0,0.0,0.0,0.0,234.34,2,23.83,1,0.0,9.76,15.4,8.37,7.635,183.24,51.1,0.2181,Midwest → Zone 3
SHP100567,2025-08-16,ORD801525,CR003,USPS,Ground Advantage,South,2,8.76,14,16,19,31.0,188.17,29.33,0.0,0.0,0.0,0.0,0.0,217.5,3,30.62,1,0.0,7.02,22.24,6.07,5.925,183.67,33.83,0.1555,South → Zone 2
SHP100568,2025-05-04,ORD800492,CR003,USPS,Priority Mail,Northeast,3,5.21,16,15,15,26.0,240.76,43.12,0.0,0.0,0.0,0.0,0.0,283.88,6,25.9,1,0.0,10.92,20.79,9.26,8.892,231.19,52.69,0.1856,Northeast → Zone 3
SHP100569,2024-03-15,ORD800962,CR002,FedEx,Ground,South,3,2.52,15,21,8,18.5,123.77,12.71,4.95,0.0,0.0,0.0,0.0,141.42,2,18.13,1,4.95,7.64,15.98,6.69,5.949,115.01,26.41,0.1867,South → Zone 3
SHP100570,2025-01-16,ORD801497,CR003,USPS,Ground Advantage,West,7,10.16,8,21,24,29.5,244.85,40.91,0.0,6.75,0.0,0.0,0.0,292.51,1,29.01,1,6.75,9.92,19.34,8.3,8.13,246.59,45.92,0.157,West → Zone 7
SHP100571,2024-07-11,ORD801553,CR002,FedEx,Ground,South,4,1.81,20,13,6,11.5,83.72,10.21,4.95,0.0,0.0,0.0,0.0,98.88,2,11.22,1,4.95,8.6,9.69,7.28,6.579,80.61,18.27,0.1848,South → Zone 4
SHP100572,2025-07-25,ORD802877,CR002,FedEx,Ground,Northeast,4,2.86,13,5,11,5.5,34.7,5.49,0.0,0.0,0.0,0.0,0.0,40.19,6,5.14,1,0.0,7.31,2.64,6.31,5.734,31.54,8.65,0.2152,Northeast → Zone 4
SHP100573,2025-09-10,ORD800061,CR001,UPS,Ground,South,6,17.86,22,23,10,36.5,368.28,57.44,4.95,0.0,18.5,0.0,0.0,449.18,5,36.4,1,23.45,12.31,18.64,10.09,9.085,355.05,94.13,0.2096,South → Zone 6
SHP100574,2025-09-24,ORD800063,CR002,FedEx,Ground,Midwest,5,12.98,16,8,6,13.0,102.18,16.78,4.95,0.0,0.0,0.0,0.0,123.91,7,5.53,1,4.95,9.53,0.02,7.86,7.069,96.85,27.06,0.2184,Midwest → Zone 5
SHP100575,2024-03-06,ORD802076,CR001,UPS,Ground,Midwest,3,5.78,20,11,13,21.0,175.77,24.72,4.95,0.0,0.0,0.0,0.0,205.44,5,20.58,1,4.95,9.78,15.22,8.37,7.635,165.28,40.16,0.1955,Midwest → Zone 3
SHP100576,2024-02-22,ORD803799,CR002,FedEx,2Day,South,8,7.49,18,24,18,56.0,1504.72,174.01,0.0,0.0,0.0,0.0,0.0,1678.73,3,55.94,1,0.0,29.98,48.51,26.87,24.388,1365.73,313.0,0.1865,South → Zone 8
SHP100577,2024-07-24,ORD803201,CR004,XPO LTL,Standard LTL,West,6,87.09,23,36,30,179.0,149.11,19.97,0.0,0.0,0.0,0.0,0.0,169.08,5,178.71,1,0.0,0.94,91.91,0.833,0.787,140.87,28.21,0.1668,West → Zone 6
SHP100578,2025-02-17,ORD801943,CR002,FedEx,Ground,West,2,18.78,7,17,23,20.0,160.6,28.42,4.95,0.0,0.0,0.0,0.0,193.97,1,19.69,1,4.95,9.7,1.22,8.03,7.178,148.51,45.46,0.2344,West → Zone 2
SHP100579,2024-01-14,ORD800045,CR001,UPS,Ground,West,7,8.64,22,14,4,9.0,70.65,11.48,4.95,0.0,0.0,0.0,0.0,87.08,3,8.86,1,4.95,9.68,0.36,7.85,7.049,68.39,18.69,0.2146,West → Zone 7
SHP100580,2024-08-25,ORD803597,CR002,FedEx,Ground,Northeast,5,7.53,9,11,16,11.5,90.39,9.17,0.0,0.0,0.0,0.0,0.0,99.56,4,11.4,1,0.0,8.66,3.97,7.86,7.069,81.29,18.27,0.1835,Northeast → Zone 5
SHP100581,2024-11-25,ORD802302,CR003,USPS,Ground Advantage,South,7,5.67,15,14,6,9.5,58.05,7.26,0.0,0.0,0.0,0.0,0.0,65.31,4,9.06,1,0.0,6.87,3.83,6.11,5.931,56.34,8.97,0.1373,South → Zone 7
SHP100582,2025-08-06,ORD803627,CR002,FedEx,Ground,Midwest,4,5.33,13,25,17,40.0,368.0,37.86,0.0,0.0,0.0,0.0,0.0,405.86,3,39.75,1,0.0,10.15,34.67,9.2,8.348,333.92,71.94,0.1773,Midwest → Zone 4
SHP100583,2024-07-22,ORD802631,CR001,UPS,Ground,Midwest,6,11.4,12,15,12,16.0,131.52,16.89,0.0,6.75,0.0,0.0,0.0,155.16,3,15.54,1,6.75,9.7,4.6,8.22,7.479,126.41,28.75,0.1853,Midwest → Zone 6
SHP100584,2024-04-16,ORD802395,CR001,UPS,Ground,Northeast,8,8.83,21,11,17,28.5,320.06,42.22,0.0,0.0,0.0,0.0,0.0,362.28,4,28.25,1,0.0,12.71,19.67,11.23,10.327,294.32,67.96,0.1876,Northeast → Zone 8
SHP100585,2024-04-14,ORD801284,CR004,XPO LTL,Standard LTL,South,4,201.62,49,19,49,328.5,251.3,35.46,0.0,0.0,0.0,0.0,0.0,286.77,7,328.19,1,0.0,0.87,126.88,0.765,0.719,236.19,50.58,0.1764,South → Zone 4
SHP100586,2025-11-06,ORD801562,CR003,USPS,Priority Mail,South,6,8.95,7,13,6,9.0,72.45,10.87,0.0,0.0,0.0,0.0,0.0,83.32,5,3.93,1,0.0,9.26,0.05,8.05,7.977,71.79,11.53,0.1384,South → Zone 6
SHP100587,2024-06-13,ORD803823,CR002,FedEx,Ground,Northeast,3,2.11,13,24,25,56.5,813.04,113.43,0.0,0.0,0.0,0.0,0.0,926.47,5,56.12,1,0.0,16.4,54.39,14.39,12.825,724.61,201.86,0.2179,Northeast → Zone 3
SHP100588,2025-08-13,ORD801641,CR001,UPS,Next Day Air,Midwest,6,2.5,17,16,4,8.0,116.48,14.99,4.95,0.0,0.0,0.0,0.0,136.42,3,7.83,1,4.95,17.05,5.5,14.56,13.183,110.41,26.01,0.1907,Midwest → Zone 6
SHP100589,2024-03-16,ORD802521,CR003,USPS,Ground Advantage,Midwest,2,22.72,18,9,24,28.0,169.96,24.62,4.95,0.0,18.5,0.0,0.0,218.03,4,27.97,1,23.45,7.79,5.28,6.07,5.925,189.35,28.68,0.1315,Midwest → Zone 2
SHP100590,2025-05-03,ORD800464,CR001,UPS,Ground,West,5,9.0,14,21,22,47.0,447.44,50.9,4.95,0.0,0.0,0.0,0.0,503.29,3,46.53,1,4.95,10.71,38.0,9.52,8.563,407.41,95.88,0.1905,West → Zone 5
SHP100591,2024-04-11,ORD801977,CR003,USPS,Ground Advantage,Midwest,3,12.8,19,19,15,39.0,254.28,41.94,0.0,0.0,0.0,0.0,0.0,296.22,2,38.96,1,0.0,7.6,26.2,6.52,6.405,249.8,46.42,0.1567,Midwest → Zone 3
SHP100592,2025-06-23,ORD803527,CR003,USPS,Ground Advantage,Midwest,8,9.8,15,24,9,23.5,205.39,35.5,0.0,0.0,0.0,12.0,0.0,252.89,2,23.31,1,12.0,10.76,13.7,8.74,8.498,211.7,41.19,0.1629,Midwest → Zone 8
SHP100593,2024-09-05,ORD803491,CR001,UPS,Next Day Air,West,5,13.65,16,24,20,55.5,1679.43,250.45,4.95,0.0,18.5,0.0,0.0,1953.33,7,55.25,1,23.45,35.2,41.85,30.26,28.14,1585.22,368.11,0.1885,West → Zone 5
SHP100594,2024-06-09,ORD800311,CR003,USPS,Priority Mail,South,7,6.44,16,19,10,22.0,259.38,39.99,4.95,6.75,0.0,0.0,0.0,311.07,2,21.87,1,11.7,14.14,15.56,11.79,11.376,261.97,49.1,0.1578,South → Zone 7
SHP100595,2025-11-24,ORD803137,CR002,FedEx,Ground,Northeast,6,9.32,13,23,14,30.5,316.59,50.82,0.0,6.75,0.0,0.0,0.0,374.16,3,30.12,1,6.75,12.27,21.18,10.38,9.4,293.45,80.71,0.2157,Northeast → Zone 6
SHP100596,2025-06-23,ORD804130,CR002,FedEx,Ground,South,5,13.28,8,21,14,17.0,133.62,22.25,0.0,0.0,0.0,0.0,0.0,155.87,5,16.92,1,0.0,9.17,3.72,7.86,7.069,120.17,35.7,0.229,South → Zone 5
SHP100597,2025-04-15,ORD800965,CR002,FedEx,Ground,Northeast,6,11.78,6,18,17,13.5,114.07,14.36,4.95,0.0,0.0,0.0,0.0,133.39,3,13.21,1,4.95,9.88,1.72,8.45,7.812,110.41,22.98,0.1723,Northeast → Zone 6
SHP100598,2024-01-14,ORD803373,CR003,USPS,Ground Advantage,South,7,7.32,7,21,8,8.5,51.94,8.31,0.0,6.75,0.0,0.0,0.0,67.0,3,8.46,1,6.75,7.88,1.18,6.11,5.931,57.16,9.84,0.1469,South → Zone 7
SHP100599,2024-09-23,ORD804094,CR002,FedEx,Ground,Midwest,5,11.48,11,10,11,11.5,90.39,9.13,4.95,0.0,0.0,0.0,0.0,104.47,3,8.71,1,4.95,9.08,0.02,7.86,7.069,86.24,18.23,0.1745,Midwest → Zone 5
SHP100600,2025-09-12,ORD800199,CR003,USPS,Ground Advantage,South,5,7.72,23,16,11,29.5,218.59,39.23,4.95,0.0,0.0,0.0,0.0,262.77,3,29.12,1,4.95,8.91,21.78,7.41,7.195,217.2,45.57,0.1734,South → Zone 5
SHP100601,2024-02-08,ORD801844,CR003,USPS,Priority Mail,Midwest,3,14.4,7,5,16,14.5,104.26,17.27,0.0,0.0,0.0,0.0,0.0,121.53,4,4.03,1,0.0,8.38,0.1,7.19,6.973,101.11,20.42,0.168,Midwest → Zone 3
SHP100602,2024-08-06,ORD803745,CR002,FedEx,Ground,South,7,7.62,5,6,18,8.0,64.64,11.59,4.95,6.75,0.0,0.0,0.0,87.93,2,3.88,1,11.7,10.99,0.38,8.08,7.324,70.29,17.64,0.2006,South → Zone 7
SHP100603,2025-10-04,ORD801992,CR003,USPS,Ground Advantage,West,6,18.16,25,17,9,28.0,219.8,29.31,0.0,6.75,0.0,0.0,0.0,255.86,3,27.52,1,6.75,9.14,9.84,7.85,7.675,221.65,34.21,0.1337,West → Zone 6
SHP100604,2024-06-28,ORD800022,CR002,FedEx,Ground,South,5,3.59,20,21,23,69.5,1082.12,150.52,4.95,0.0,18.5,0.0,0.0,1256.09,3,69.5,1,23.45,18.07,65.91,15.57,14.052,1000.06,256.03,0.2038,South → Zone 5
SHP100605,2025-08-01,ORD803453,CR002,FedEx,Ground,South,2,2.31,9,24,11,17.5,106.75,19.13,0.0,0.0,0.0,12.0,0.0,137.88,5,17.09,1,12.0,7.88,15.19,6.1,5.509,108.41,29.47,0.2137,South → Zone 2
SHP100606,2025-04-06,ORD800908,CR004,XPO LTL,Standard LTL,Midwest,7,335.3,35,21,47,335.5,317.05,48.92,0.0,0.0,0.0,0.0,24.0,389.97,4,248.53,1,24.0,1.16,0.2,0.945,0.891,322.93,67.04,0.1719,Midwest → Zone 7
SHP100607,2025-08-12,ORD803832,CR003,USPS,Priority Mail,South,2,7.74,24,9,19,30.0,258.6,42.32,4.95,0.0,0.0,0.0,0.0,305.87,6,29.53,1,4.95,10.2,22.26,8.62,8.301,253.98,51.89,0.1696,South → Zone 2
SHP100608,2025-04-10,ORD801550,CR002,FedEx,2Day,Midwest,5,17.25,23,18,4,17.5,213.32,36.24,4.95,0.0,18.5,0.0,0.0,273.02,3,11.91,1,23.45,15.6,0.25,12.19,11.129,218.21,54.81,0.2008,Midwest → Zone 5
SHP100609,2025-01-12,ORD800367,CR002,FedEx,Ground,South,5,15.37,25,11,10,20.0,195.8,32.88,0.0,0.0,18.5,0.0,0.0,247.18,4,19.78,1,18.5,12.36,4.63,9.79,8.841,195.32,51.86,0.2098,South → Zone 5
SHP100610,2025-06-03,ORD801586,CR004,XPO LTL,Standard LTL,South,4,80.0,38,44,36,433.5,331.63,52.17,0.0,0.0,0.0,0.0,0.0,383.8,4,433.04,1,0.0,0.89,353.5,0.765,0.719,311.69,72.11,0.1879,South → Zone 4
SHP100611,2025-03-28,ORD802788,CR003,USPS,Ground Advantage,Northeast,3,6.83,20,9,18,23.5,153.22,22.31,0.0,0.0,0.0,0.0,0.0,175.53,4,23.31,1,0.0,7.47,16.67,6.52,6.405,150.52,25.01,0.1425,Northeast → Zone 3
SHP100612,2025-06-24,ORD802491,CR002,FedEx,Ground,Midwest,4,23.89,16,4,15,24.0,220.8,28.84,0.0,0.0,0.0,0.0,0.0,249.64,3,6.91,1,0.0,10.4,0.11,9.2,8.348,200.35,49.29,0.1974,Midwest → Zone 4
SHP100613,2024-03-23,ORD803368,CR002,FedEx,Ground,Northeast,4,10.35,13,15,14,20.0,184.0,22.33,0.0,0.0,0.0,0.0,0.0,206.33,5,19.64,1,0.0,10.32,9.65,9.2,8.348,166.96,39.37,0.1908,Northeast → Zone 4
SHP100614,2025-05-12,ORD803307,CR003,USPS,Priority Mail,South,4,9.18,25,17,14,43.0,425.27,51.75,4.95,0.0,0.0,0.0,0.0,481.97,6,42.81,1,4.95,11.21,33.82,9.89,9.583,417.02,64.95,0.1348,South → Zone 4
SHP100615,2024-04-14,ORD803584,CR004,XPO LTL,Standard LTL,West,6,319.2,44,36,22,319.5,282.76,39.51,0.0,0.0,0.0,0.0,24.0,346.27,5,250.71,1,24.0,1.08,0.3,0.885,0.838,291.74,54.53,0.1575,West → Zone 6
SHP100616,2024-08-27,ORD800219,CR001,UPS,2nd Day Air,Northeast,6,7.15,17,25,14,43.0,629.09,107.35,0.0,0.0,0.0,0.0,0.0,736.44,4,42.81,1,0.0,17.13,35.85,14.63,13.51,580.93,155.51,0.2112,Northeast → Zone 6
SHP100617,2024-09-27,ORD801761,CR003,USPS,Ground Advantage,Midwest,8,14.84,15,16,15,26.0,227.24,27.84,0.0,6.75,0.0,0.0,0.0,261.83,4,25.9,1,6.75,10.07,11.16,8.74,8.498,227.7,34.13,0.1304,Midwest → Zone 8
SHP100618,2024-09-01,ORD802525,CR001,UPS,Ground,Midwest,6,3.62,17,19,20,46.5,469.19,83.47,4.95,0.0,0.0,0.0,0.0,557.61,4,46.47,1,4.95,11.99,42.88,10.09,9.085,427.4,130.21,0.2335,Midwest → Zone 6
SHP100619,2025-10-14,ORD800568,CR004,XPO LTL,Standard LTL,Midwest,4,304.08,23,29,37,304.5,232.94,30.79,0.0,0.0,0.0,0.0,0.0,263.74,8,177.55,1,0.0,0.87,0.42,0.765,0.719,218.94,44.8,0.1699,Midwest → Zone 4
SHP100620,2025-05-11,ORD802884,CR002,FedEx,2Day,West,3,5.0,5,19,7,5.5,48.78,5.99,0.0,0.0,0.0,0.0,0.0,54.77,3,4.78,1,0.0,9.96,0.5,8.87,7.944,43.69,11.08,0.2023,West → Zone 3
SHP100621,2025-02-25,ORD801689,CR003,USPS,Priority Mail,West,5,5.33,24,4,9,6.5,48.23,6.62,0.0,0.0,0.0,0.0,0.0,54.85,4,6.22,1,0.0,8.44,1.17,7.42,7.198,46.79,8.06,0.1469,West → Zone 5
SHP100622,2025-10-18,ORD803220,CR002,FedEx,Ground,South,3,16.35,18,6,19,16.5,110.39,19.65,0.0,0.0,0.0,0.0,0.0,130.04,5,14.76,1,0.0,7.88,0.15,6.69,5.949,98.16,31.88,0.2452,South → Zone 3
SHP100623,2024-08-13,ORD803603,CR002,FedEx,Ground,West,5,18.36,22,20,5,18.5,145.41,24.05,4.95,0.0,0.0,0.0,0.0,174.41,2,15.83,1,4.95,9.43,0.14,7.86,7.069,135.73,38.68,0.2218,West → Zone 5
SHP100624,2024-07-11,ORD802918,CR003,USPS,Priority Mail,Northeast,5,5.17,9,6,10,5.5,40.81,6.04,4.95,0.0,0.0,0.0,0.0,51.8,5,3.88,1,4.95,9.42,0.33,7.42,7.198,44.54,7.26,0.1402,Northeast → Zone 5
SHP100625,2025-05-31,ORD801285,CR003,USPS,Priority Mail,West,6,9.26,5,25,17,15.5,140.9,18.47,4.95,6.75,0.0,0.0,0.0,171.07,4,15.29,1,11.7,11.04,6.24,9.09,8.75,147.32,23.75,0.1388,West → Zone 6
SHP100626,2024-05-15,ORD803238,CR001,UPS,Ground,South,4,12.11,13,5,17,12.5,88.38,11.46,4.95,0.0,0.0,0.0,0.0,104.78,3,7.95,1,4.95,8.38,0.39,7.07,6.375,84.64,20.14,0.1922,South → Zone 4
SHP100627,2024-09-15,ORD803445,CR002,FedEx,Ground,Northeast,6,6.14,5,17,21,13.0,109.85,18.37,0.0,6.75,0.0,0.0,0.0,134.97,6,12.84,1,6.75,10.38,6.86,8.45,7.812,108.31,26.66,0.1975,Northeast → Zone 6
SHP100628,2025-03-07,ORD803325,CR001,UPS,Ground,South,7,4.16,14,11,13,14.5,127.45,18.19,4.95,6.75,0.0,0.0,0.0,157.34,4,14.4,1,11.7,10.85,10.34,8.79,8.015,127.92,29.42,0.187,South → Zone 7
SHP100629,2025-05-20,ORD803053,CR002,FedEx,Ground,South,2,13.39,20,7,22,22.5,180.67,25.75,4.95,0.0,0.0,0.0,0.0,211.38,4,22.16,1,4.95,9.39,9.11,8.03,7.178,166.45,44.93,0.2126,South → Zone 2
SHP100630,2025-12-20,ORD802732,CR004,XPO LTL,Standard LTL,Midwest,4,196.09,32,50,18,207.5,147.74,21.37,0.0,0.0,0.0,0.0,0.0,169.11,7,207.19,1,0.0,0.81,11.41,0.712,0.665,137.99,31.12,0.184,Midwest → Zone 4
SHP100631,2025-10-07,ORD800796,CR001,UPS,Ground,Midwest,6,10.53,6,6,15,11.0,90.42,15.32,4.95,0.0,0.0,0.0,0.0,110.69,3,3.88,1,4.95,10.06,0.47,8.22,7.479,87.22,23.47,0.212,Midwest → Zone 6
SHP100632,2025-03-19,ORD803582,CR001,UPS,Next Day Air,South,6,17.39,19,23,20,63.0,1978.83,341.21,4.95,0.0,0.0,0.0,0.0,2324.99,2,62.88,1,4.95,36.9,45.61,31.41,28.279,1786.53,538.46,0.2316,South → Zone 6
SHP100633,2025-08-21,ORD802952,CR003,USPS,Ground Advantage,South,3,10.53,5,4,21,11.0,55.66,9.83,4.95,0.0,0.0,0.0,0.0,70.44,1,3.02,1,4.95,6.4,0.47,5.06,4.914,59.0,11.44,0.1624,South → Zone 3
SHP100634,2025-12-03,ORD801451,CR003,USPS,Ground Advantage,West,4,17.82,11,7,24,18.0,99.18,13.48,0.0,0.0,0.0,0.0,0.0,112.66,2,13.29,1,0.0,6.26,0.18,5.51,5.389,97.0,15.66,0.139,West → Zone 4
SHP100635,2024-02-21,ORD800725,CR001,UPS,Ground,South,5,10.27,18,10,9,12.0,91.68,13.52,0.0,0.0,0.0,0.0,0.0,105.2,1,11.65,1,0.0,8.77,1.73,7.64,6.96,83.52,21.68,0.2061,South → Zone 5
SHP100636,2024-09-14,ORD801636,CR004,XPO LTL,Standard LTL,Midwest,7,127.29,48,31,31,332.0,313.74,44.84,0.0,0.0,0.0,0.0,0.0,358.58,3,331.86,1,0.0,1.08,204.71,0.945,0.891,295.81,62.77,0.1751,Midwest → Zone 7
SHP100637,2024-04-01,ORD801877,CR003,USPS,Priority Mail,South,4,2.73,6,7,17,5.5,37.34,5.57,0.0,0.0,0.0,0.0,0.0,42.92,4,5.14,1,0.0,7.8,2.77,6.79,6.621,36.42,6.5,0.1514,South → Zone 4
SHP100638,2025-07-29,ORD800789,CR002,FedEx,Ground,West,6,1.58,23,12,25,50.0,808.0,129.33,4.95,0.0,0.0,0.0,0.0,942.28,6,49.64,1,4.95,18.85,48.42,16.16,14.419,725.9,216.38,0.2296,West → Zone 6
SHP100639,2025-10-20,ORD801404,CR003,USPS,Ground Advantage,Midwest,5,3.98,13,18,10,17.0,101.15,14.97,4.95,0.0,0.0,0.0,0.0,121.07,3,16.83,1,4.95,7.12,13.02,5.95,5.764,102.94,18.13,0.1497,Midwest → Zone 5
SHP100640,2024-12-11,ORD804071,CR003,USPS,Ground Advantage,West,5,5.43,13,25,12,28.5,211.19,28.92,4.95,0.0,0.0,0.0,0.0,245.06,2,28.06,1,4.95,8.6,23.07,7.41,7.195,210.01,35.05,0.143,West → Zone 5
SHP100641,2024-03-24,ORD802303,CR003,USPS,Ground Advantage,West,6,22.27,16,10,11,22.5,176.62,23.87,4.95,0.0,0.0,0.0,0.0,205.45,5,12.66,1,4.95,9.13,0.23,7.85,7.675,177.64,27.81,0.1354,West → Zone 6
SHP100642,2025-12-06,ORD800944,CR003,USPS,Priority Mail,Northeast,3,5.52,7,21,6,6.5,39.98,7.14,4.95,0.0,0.0,0.0,0.0,52.06,4,6.35,1,4.95,8.01,0.98,6.15,5.956,43.66,8.4,0.1614,Northeast → Zone 3
SHP100643,2025-03-06,ORD803145,CR003,USPS,Ground Advantage,South,8,10.31,17,17,17,35.5,310.27,45.39,4.95,0.0,0.0,0.0,0.0,360.61,2,35.35,1,4.95,10.16,25.19,8.74,8.498,306.63,53.98,0.1497,South → Zone 8
